id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
1084336,小王子,"小王子是一个超凡脱俗的仙童，他住在一颗只比他大一丁点儿的小行星上。陪伴他的是一朵他非常喜爱的小玫瑰花。但玫瑰花的虚荣心伤害了小王子对她的感情。小王子告别小行星，开始了遨游太空的旅行。他先后访问了六个行星，各种见闻使他陷入忧伤，他感到大人们荒唐可笑、太不正常。只有在其中一个点灯人的星球上，小王子才找到一个可以作为朋友的人。但点灯人的天地又十分狭小，除了点灯人他自己，不能容下第二个人。在地理学家的指点下，孤单的小王子来到人类居住的地球。
小王子发现人类缺乏想象力，只知像鹦鹉那样重复别人讲过的话。小王子这时越来越思念自己星球上的那枝小玫瑰。后来，小王子遇到一只小狐狸，小王子用耐心征服了小狐狸，与它结成了亲密的朋友。小狐狸把自己心中的秘密——肉眼看不见事务的本质，只有用心灵才能洞察一切——作为礼物，送给小王子。用这个秘密，小王子在撒哈拉大沙漠与遇险的飞行员一起找到了生命的泉水。最后，小王子在蛇的帮助下离开地球，重新回到他的B612号小行星上。
童话描写小王子没有被成人那骗人的世界所征服，而最终找到自己的理想。这理想就是连结宇宙万物的爱，而这种爱又是世间所缺少的。因此，小王子常常流露出一种伤感的情绪。作者圣埃克絮佩里在献辞中说：这本书是献给长成了大人的从前那个孩子。
《小王子》不仅赢得了儿童读者，也为成年人所喜爱，作品凝练的语言渗透了作者对人类及人类文明深邃的思索。它所表现出的讽刺与幻想，真情与哲理，使之成为法国乃至世界上最为著名的一部童话小说。",https://dou.img.lithub.cc/book/1084336.jpg,2003-8,https://book.douban.com/subject/1084336/,9.1,,4,,,2022-11-04 16:59:15,[法] 圣埃克苏佩里 [法国] 安东尼·德·圣-埃克苏佩里 / 2003 / 人民文学出版社
6781808,杀死一只知更鸟,"成长总是个让人烦恼的命题。成长有时会很缓慢，如小溪般唱着叮咚的歌曲趟过，有时却如此突如其来，如暴雨般劈头盖脸……三个孩子因为小镇上的几桩冤案经历了猝不及防的成长——痛苦与迷惑，悲伤与愤怒，也有温情与感动。这是爱与真知的成长经典。
《杀死一只知更鸟》获1961年普利策奖。
美国图书馆借阅率最高的书，英国青少年最喜爱的小说之一。
美国中学推荐课外读物。
由小说改编的电影获第25届奥斯卡三项大奖。
美国电影协会评选的“100名银幕英雄与恶人”中，派克主演的芬奇律师名列英雄第一位。
作为史上最受喜爱的小说之一，《杀死一只知更鸟》已获得显赫声誉。它赢得过普利策奖，被翻译成四十多种语言，在世界范围内售出超过三千万册，并曾被拍成，备受欢迎的电影。
——哈珀•柯林斯出版集团
斯塔尔六月对北卡罗来纳州律师协会发表演说时，自比为《杀死一只知更鸟》中勇敢的南方白人律师阿蒂克斯•芬奇。斯塔尔凭着他的道德优越感，不把规则、秩序和正直放在眼里，这样一个人居然自比为芬奇，实在令我和比尔难以忍受。
——希拉里•克林顿
年轻时看过《梅岗城故事》（即《杀死一只知更鸟》），对片中法律人为弱势者争取权益奋斗，为恶法非法或恶法亦法辩论的故事感到澎湃不已，更加确定要成为法律人的心愿。
——许宗力（台大法学院院长）",https://dou.img.lithub.cc/book/6781808.jpg,2012-9,https://book.douban.com/subject/6781808/,9.2,,,,,2022-10-23 12:47:36,[美] 哈珀·李 / 2012 / 译林出版社
1019568,三国演义（全二册）,"《三国演义》又名《三国志演义》、《三国志通俗演义》，是我国小说史上最著名最杰出的长篇章回体历史小说。 《三国演义》的作者是元末明初人罗贯中，由毛纶，毛宗岗父子批改。在其成书前，“三国故事”已经历了数百年的历史发展过程。在唐代，三国故事已广为流传，连儿童都很熟悉。随着市民文艺的发展，宋代的“说话”艺人，已有专门说三国故事的，当时称为“说三分”。元代出现的《三国志平话》，实际上是从说书人使用的本子，虽较简略粗糙，但已初肯《三国演义》的规模。罗贯中在群众传说和民间艺人创作的基础上，又依据陈寿《三国志》及裴松之注中所征引的资料（还包括《世说新语》及注中的资料），经过巨大的创作劳动，写在了规模宏伟的巨著——《三国志通俗演义》全书24卷，240回。后来经过毛纶，毛宗岗父子批改，形成我们现在所见的《三国演义》120回版

    由于人文出版社选取的毛批版本和明嘉靖版的《三国志通俗演义》颇有出入，将拥刘抑曹的思想发展到一个几乎病态的角度，且大量地删除了原文中赞扬曹操一方人物的诗词和评论，所以给世人造成一种三国演义打击曹操、歌颂刘备的错误印象，且该批改版将刘备一方无限神化，甚至将诸葛亮准备将魏延烧死在上方谷这样的情节统统删除，将诸葛说成是一个完美近乎神人的形象，这是大家阅读时候值得注意的地方。

    由于该版本选用的是毛批改版，而且没有将毛家父子的批语选入，就会给人造成一种错觉，认为该版本和毛批本是不相同的，其实本书和毛批本完全一致，不过是删除了批语部分，加入了编者的注脚。请读者朋友们阅读时注意",https://dou.img.lithub.cc/book/1019568.jpg,1998-05,https://book.douban.com/subject/1019568/,9.3,,,,,2022-10-23 12:47:19,[明] 罗贯中 / 1998 / 人民文学出版社
6082808,百年孤独,《百年孤独》是魔幻现实主义文学的代表作，描写了布恩迪亚家族七代人的传奇故事，以及加勒比海沿岸小镇马孔多的百年兴衰，反映了拉丁美洲一个世纪以来风云变幻的历史。作品融入神话传说、民间故事、宗教典故等神秘因素，巧妙地糅合了现实与虚幻，展现出一个瑰丽的想象世界，成为20世纪最重要的经典文学巨著之一。1982年加西亚•马尔克斯获得诺贝尔文学奖，奠定世界级文学大师的地位，很大程度上乃是凭借《百年孤独》的巨大影响。,https://dou.img.lithub.cc/book/6082808.jpg,2011-6,https://book.douban.com/subject/6082808/,9.3,,,,,2022-10-23 12:47:11,[哥伦比亚] 加西亚·马尔克斯 / 2011 / 南海出版公司
2265995,大象的眼泪,"虽然雅各绝口不谈往事，但一个说不出口的秘密仍旧蛰伏在他九十多岁的心灵深处。
雅各衣食无忧的单纯生活在23岁时戛然而止：父母双亡，身无分文，被迫从兽医名校肆业出逃。因缘际会，他成为“班齐尼兄弟天下第一大马戏团”的兽医，沿着铁路线巡回表演，亲历了1930年代美国大萧条时期最光怪陆离之所。马戏团，一个对生与死都以其独特方式呈现的世界。在这里，畸型人与小丑轮流献艺，喜怒哀乐同时上演。
对雅各而言，马戏团是他的救赎，但却也是人间的炼狱，是他梦想的驻扎之地，也是流离失所的开始……他爱上了马戏团明星玛莲娜——美丽又楚楚可怜的玛莲娜已经错嫁给了外表英俊、内心残暴的马戏总监奥古斯特。一头名叫萝西的大象，是马戏团主倾家荡产押下的法宝，却居然连最简单的命令也无法听懂。低鸣、哀哭、长嚎，萝西每日在奥古斯特残暴的象钩下受尽折磨。雅各、玛莲娜，萝西，两人一象在舞动、飞跃、空翻、转体的一个个光辉耀眼的瞬间里，为了斗争、蚕食、生存，相互依赖与信任，一起寻找一条既浪漫又骇人的出路。而这也成为雅各保守了七十年的秘密。
关于甜美背后的残酷、多舛的命运和复杂的人性以及忠心耿耿的爱。《大象的眼泪》以大萧条时期的马戏团为背景，时空跨越七十年，让我们感受到萧条时期最炫目的华丽，困顿景况里最动人的温暖。",https://dou.img.lithub.cc/book/2265995.jpg,2008-1,https://book.douban.com/subject/2265995/,7.1,,4,小說最精彩的部分也就在這裏---當老雅各目睹一個巡回馬戲團出現在老人院門外的時候，就像幾十年前他從康奈爾大學逃跑一樣，他再次從老人院逃亡，回到了馬戲團裏，繼續那種生活。93歲的老雅各在輪椅上的身影再次和躍上夜行列車的身影重合，他的那顆心就沒有變過，這就是全書最精彩的部分。如果一個人渴望自由和冒險，對人性還存在信任，那麽無論是醫院、牢籠甚至年歲和死亡都無法把他困住。無論他在所謂的“現實生活”中呆了多久，只要一有機會，他還是會一躍而起，跳進他想要的生活。,,2010-01-17 20:16:21,[美] 莎拉·格鲁恩 / 2008 / 上海人民出版社
3642673,我执,本书为梁文道先生所撰写的散文随笔集，是以香港《成报》文采版专栏“秘学笔记”的文字为主，谈及爱情婚姻、日常生活、疾病经历、信仰感悟、城市文化、文学艺术、历史记忆等个人生活体验和人生感受诸多方面。读来清新自然，体贴入微，在淡雅简约的叙述中往往给人意外的启迪。,https://dou.img.lithub.cc/book/3642673.jpg,2010-10,https://book.douban.com/subject/3642673/,8,,4,,,2009-08-07 10:07:05,梁文道 / 2010 / 广西师范大学出版社
1819853,城市画报,"《城市画报》
创刊于1999年，一本坚持原创精神的城市青年生活杂志，以反映现代都市年轻人生活形态以及生活方式为主要内容，对生活和时尚趋向进行前瞻性观察，并在观念上提供指引，核心读者为国内大中城市中20-40岁的年轻人。
逢每月双周五出版/进口粉纸全彩印刷/大度16开本，128个页码
每本零售价：10元
由南方报业传媒集团主办
地址：广州市广州大道中289号11楼
邮编：510601
电话：
编辑部：020-87373998-3417
广告部：020-87373998-3425
发行部：020-87373998-3428
公关部：020-87373998-3423
行政部：020-87373998-3056",https://dou.img.lithub.cc/book/1819853.jpg,,https://book.douban.com/subject/1819853/,8.2,,3,,城市画报,2008-07-08 22:37:33,
2294265,藝術創業論,"議性最多的現代藝術家村上隆，2006年出版了一本《藝術創業論》，再度為藝術界掀起漣漪。村上隆在新書裡，絲毫不諱言藝術對他而言是一種賺錢的手段，為了實現他理想中的「藝術創業」，他認為藝術不但要投入金錢，也要擁有國際視野及宣傳戰略。
1962年生的村上隆，正是法國名牌Louis Vuitton暢銷的櫻桃包設計者，這款包包為老牌的Louis Vuitton創下了銷售佳績，也讓這品牌在年輕消費者中重新翻紅。村上隆的作品反映日本消費世代的思考，人因為消費而存在，藝術也是商業，藝術家也是企業主。
在新書《藝術創業論》中，村上隆以過來人的姿態，詳論他在紐約藝術圈成功的過程。村上說：「藝術必須有放諸世界皆準的戰略，光是靠熬夜及努力是入不了門檻的。」他也說：「今天日本的藝術家都是些窮酸、頭腦不好、廉價的人才。若要製作讓有錢人有興趣的作品，當然先要投資金錢，然而日本各大美術大學的老師們，卻讓學生們捨棄了應該有的『成本』概念。」
村上隆說：「我的作品對女性的美感意識帶來革命，我覺得比起日本人來，外國人較有趣的評價我的作品。」不僅日本的漫畫家批評村上隆，日本的「御宅族」也在網路上對村上大加撻伐，指村上的作品抄襲、拼湊漫畫家的作品，一躍為現代藝術的新貴不說，還因此把荷包賺得飽飽的。
勇於把藝術當做「生意」做的村上隆，不惜向銀行貸了幾億日圓，把他的藝術經紀公司「Kaikai Kiki」搬到東京的麻布，位於一棟大樓的地下2、3樓層，總計1200平方公尺（約364坪）。該場地有寬敝現化感十足的展示畫廊，所有地板都是精緻的高級原木，純白的牆面讓村上的作品更形搶眼。最近全力投入動漫人物創作的村上隆，預定在這個畫廊兼辦公室的基地裡，創作出更多的「賣錢」藝術品。",https://dou.img.lithub.cc/book/2294265.jpg,20071018,https://book.douban.com/subject/2294265/,8.2,,4,,设计类,2008-06-17 15:43:29,村上隆 / 20071018 / 商周出版
1493191,设计大师の对话,这是一本普通的访谈录，而是凝聚着当代日本设计大师们发自肺腑心声的箴言集。本书汇编出了一组包罗万象的时代创意阵容，并且进行访谈的二十五个人物绝对不可缺一。就随着本书亲临大师的工作现场，体验世纪的设计创意吧！,https://dou.img.lithub.cc/book/1493191.jpg,2006-1,https://book.douban.com/subject/1493191/,7.6,,4,,设计大师的对话,2008-06-17 00:53:24,佐山一郎 / 2006 / 上海人民美术出版社
1832846,XFUNS NO.34,"封面藝術》Nate Williams
本期專題—南美洲插畫風情
在南美洲的魔幻藝視界裡，透過扭曲、合併素材與幾何圖像的交錯並置，構成的一種熱情與孤寂、單純與複雜、自然與混合、傳統與現代的多重反差形象呈現。
Nate Williams「多樣 單調 色彩 黑白」
Christian Montenegro「樂高積木 推疊藝術之象」
Cristian Turdera「童趣童書 看見幻想之都」
Agustin Sciannamea「超現實想像 跨空間創作」
Ana Moraitis「藝術 舞蹈 音樂盡在「巴洛克」流瀉裡」
Guilherme Marconi「熱鬧顏色 傳遞快樂」
Angelita Castañeda「熱情委內瑞拉 自成一格創作風情」
七位來自南美的插畫家，為您揭開南美的神秘藝術殿堂。
特別企劃：攝影 & 平面設計
XFUNS Photography放肆攝影
本期攝影集結多位國際知名攝影師的大作，包括 John Ross 的「光影 鮮血 染料 化繁爲簡潮流」、Simon Mills 的創作風格「極簡構圖 光影氛圍」、George Kavanagh的「色彩線條 抒情馬賽克鑲嵌」、Ben Stockley「氤氳靈氣 迷幻景觀」、Kelly Dearsley「花朵釋放情感 藝術淨化心靈」Anne Arden McDonald「身體意識 空間主角」、還有Jan Vaca「情感痕跡 記憶盤旋」在在完整呈現多位攝影師的精采捕捉。
XFUNS Graphic Design平面設計
本期特別策劃「平面設計」單元，帶你看見 4 組優秀的平面設計師/團隊。
他們分別是來自英國，獲得許多獎項的The Designers Republic，就由創意總監Ian Anderson 分享何爲這家頂尖工作室的革命美學作品；來自瑞士的Martin Woodni，他凌亂堆疊的設計風格，體現了創意跳躍的無極熱情；另外，你也能看到香港平面設計師 Johnny Cheuk如何透過繽紛色彩，刻劃一幅幅風格浪漫的花樣圖騰；最後則是長期與Hot Chip 樂團合作的英國平面設計師Darren Wall，他最新的《Made In The Dark》唱片封套設計，注入了一股黑暗且攝人魂魄的氛圍，創新另類。",https://dou.img.lithub.cc/book/1832846.jpg,,https://book.douban.com/subject/1832846/,8.5,,5,,XFUNS,2008-06-16 15:15:57,
